measure,year,county_name,numerator,denominator,rate,rate_lower,rate_upper
"Heart disease age-adjusted death rate per 100,000",2019-2023,Lehigh,3702,1873432,150.7,145.8,155.5
"Heart disease age-adjusted death rate per 100,000",2019-2023,Luzerne,4645,1622284,188.6,183.2,194
"Heart disease age-adjusted death rate per 100,000",2019-2023,Lycoming,1362,566712,161.1,152.6,169.7
"Heart disease age-adjusted death rate per 100,000",2019-2023,McKean,625,200257,211,194.5,227.6
"Heart disease age-adjusted death rate per 100,000",2019-2023,Mercer,2015,547452,216.8,207.4,226.3
"Heart disease age-adjusted death rate per 100,000",2019-2023,Mifflin,663,230257,176.4,163,189.8
"Heart disease age-adjusted death rate per 100,000",2019-2023,Monroe,1925,841043,178.1,170.1,186
"Heart disease age-adjusted death rate per 100,000",2019-2023,Montgomery,9440,4281865,151,148,154.1
"Heart disease age-adjusted death rate per 100,000",2019-2023,Montour,204,90383,127.1,109.7,144.6
"Heart disease age-adjusted death rate per 100,000",2019-2023,Northampton,3548,1569385,146.5,141.7,151.3
"Heart disease age-adjusted death rate per 100,000",2019-2023,Northumberland,1486,453833,203.6,193.2,213.9
"Heart disease age-adjusted death rate per 100,000",2019-2023,Perry,499,230276,163.8,149.4,178.2
"Heart disease age-adjusted death rate per 100,000",2019-2023,Philadelphia,17543,7879120,203.7,200.7,206.8
"Heart disease age-adjusted death rate per 100,000",2019-2023,Pike,660,296157,140.9,130.1,151.6
"Heart disease age-adjusted death rate per 100,000",2019-2023,Potter,207,81360,142.5,123.1,162
"Heart disease age-adjusted death rate per 100,000",2019-2023,Schuylkill,2724,714290,248.6,239.2,257.9
"Heart disease age-adjusted death rate per 100,000",2019-2023,Snyder,454,199079,150,136.2,163.8
"Heart disease age-adjusted death rate per 100,000",2019-2023,Somerset,1151,365898,181.7,171.2,192.2
"Heart disease age-adjusted death rate per 100,000",2019-2023,Sullivan,91,29461,146.9,116.7,177
"Heart disease age-adjusted death rate per 100,000",2019-2023,Susquehanna,581,193254,174.9,160.7,189.1
"Heart disease age-adjusted death rate per 100,000",2019-2023,Tioga,556,204435,166.8,152.9,180.7
"Heart disease age-adjusted death rate per 100,000",2019-2023,Union,450,214902,134.1,121.7,146.5
"Heart disease age-adjusted death rate per 100,000",2019-2023,Venango,901,250089,211.6,197.8,225.5
"Heart disease age-adjusted death rate per 100,000",2019-2023,Warren,571,191185,172.7,158.6,186.9
"Heart disease age-adjusted death rate per 100,000",2019-2023,Washington,2728,1046107,169.7,163.3,176.1
"Heart disease age-adjusted death rate per 100,000",2019-2023,Wayne,842,256328,196.3,183.1,209.6
"Heart disease age-adjusted death rate per 100,000",2019-2023,Westmoreland,5597,1759174,185.6,180.7,190.4
"Heart disease age-adjusted death rate per 100,000",2019-2023,Wyoming,408,130745,211.1,190.6,231.6
"Heart disease age-adjusted death rate per 100,000",2019-2023,York,4399,2289841,142.9,138.7,147.1
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Pennsylvania,10650,64689361,11.7,11.5,11.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Adams,88,523706,11.6,9.2,14
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Allegheny,1001,6160930,11.1,10.4,11.8
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Armstrong,93,324094,17.7,14.1,21.3
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Beaver,150,829593,11.9,10,13.8
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Bedford,76,237640,18.5,14.4,22.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Berks,304,2142470,10.4,9.2,11.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Blair,129,607419,14.4,11.9,16.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Bradford,63,299634,13.5,10.1,16.8
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Bucks,570,3211414,11.8,10.8,12.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Butler,190,971690,13.8,11.8,15.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Cambria,169,657425,16.1,13.6,18.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Cameron,5,22223,NA,NA,NA
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Carbon,64,325263,12.9,9.8,16.1
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Centre,85,794061,9.5,7.5,11.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Chester,297,2693890,8.8,7.8,9.8
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Clarion,43,187088,15.2,10.6,19.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Clearfield,101,394725,16.7,13.4,19.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Clinton,28,188985,10.2,6.4,14
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Columbia,46,324868,9.9,7.1,12.8
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Crawford,113,416374,17.8,14.5,21.1
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Cumberland,217,1315602,11.5,10,13
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Dauphin,214,1430277,11.8,10.2,13.4
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Delaware,502,2868886,13.4,12.2,14.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Elk,28,152295,10.3,6.5,14.1
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Erie,218,1344426,11.7,10.1,13.2
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Fayette,158,634268,15.6,13.1,18
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Forest,9,34306,NA,NA,NA
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Franklin,133,781946,11.5,9.6,13.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Fulton,10,72603,10.3,3.9,16.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Greene,48,176435,19.5,14,25.1
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Huntingdon,52,219858,16,11.7,20.4
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Indiana,90,416126,16.3,12.9,19.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Jefferson,43,219376,12.4,8.7,16.1
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Juniata,25,118093,14,8.5,19.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Lackawanna,191,1072591,11.9,10.2,13.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Lancaster,310,2767191,7.6,6.8,8.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Lawrence,121,426195,17.6,14.5,20.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Lebanon,156,716791,14.2,12,16.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Lehigh,206,1873432,8.5,7.3,9.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Luzerne,226,1622284,9.3,8.1,10.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Lycoming,105,566712,12.6,10.2,15
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,McKean,44,200257,14.9,10.5,19.3
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Mercer,106,547452,11.7,9.5,13.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Mifflin,59,230257,16.2,12.1,20.3
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Monroe,83,841043,7.9,6.2,9.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Montgomery,629,4281865,10.2,9.4,10.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Montour,22,90383,14.1,8.2,20
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Northampton,189,1569385,8,6.9,9.2
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Northumberland,77,453833,10.5,8.2,12.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Perry,38,230276,13.2,9,17.4
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Philadelphia,1123,7879120,13.2,12.4,14
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Pike,27,296157,5.8,3.6,8
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Potter,24,81360,17.1,10.3,23.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Schuylkill,132,714290,12.4,10.3,14.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Snyder,24,199079,7.5,4.5,10.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Somerset,79,365898,13,10.2,15.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Sullivan,4,29461,NA,NA,NA
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Susquehanna,46,193254,15.3,10.9,19.7
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Tioga,40,204435,11.8,8.2,15.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Union,42,214902,13.4,9.3,17.4
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Venango,52,250089,12.2,8.9,15.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Warren,46,191185,14.4,10.2,18.6
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Washington,188,1046107,11.8,10.1,13.5
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Wayne,64,256328,15.2,11.5,18.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Westmoreland,445,1759174,14.5,13.2,15.9
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,Wyoming,18,130745,9,4.9,13.2
"Influenza and pneumonia age-adjusted death rate per 100,000",2019-2023,York,372,2289841,12.3,11,13.5
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Pennsylvania,15035,64689361,16.3,16.1,16.6
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Adams,114,523706,14.3,11.7,16.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Allegheny,1421,6160930,15.5,14.7,16.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Armstrong,90,324094,16.2,12.9,19.6
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Beaver,186,829593,13.8,11.8,15.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Bedford,53,237640,12.1,8.8,15.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Berks,431,2142470,14.7,13.3,16.1
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Blair,230,607419,24.2,21.1,27.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Bradford,65,299634,13.7,10.4,17
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Bucks,735,3211414,15.3,14.2,16.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Butler,176,971690,12.1,10.3,13.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Cambria,259,657425,23,20.2,25.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Cameron,7,22223,NA,NA,NA
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Carbon,87,325263,16.9,13.4,20.5
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Centre,117,794061,12.8,10.5,15.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Chester,363,2693890,10.5,9.4,11.6
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Clarion,42,187088,15.2,10.6,19.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Clearfield,140,394725,22.1,18.5,25.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Clinton,53,188985,19.5,14.3,24.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Columbia,101,324868,21,16.9,25.1
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Crawford,109,416374,16.9,13.8,20.1
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Cumberland,343,1315602,18.4,16.4,20.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Dauphin,397,1430277,21.6,19.5,23.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Delaware,575,2868886,15.1,13.8,16.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Elk,53,152295,19.8,14.5,25.1
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Erie,432,1344426,23,20.9,25.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Fayette,135,634268,14.2,11.8,16.6
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Forest,6,34306,NA,NA,NA
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Franklin,159,781946,13.6,11.5,15.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Fulton,24,72603,21.9,13.2,30.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Greene,53,176435,22,16.1,27.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Huntingdon,70,219858,19.7,15.1,24.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Indiana,126,416126,21.1,17.4,24.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Jefferson,79,219376,22.4,17.4,27.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Juniata,28,118093,15.1,9.5,20.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Lackawanna,329,1072591,20.2,18,22.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Lancaster,666,2767191,16,14.7,17.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Lawrence,102,426195,13.6,11,16.3
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Lebanon,193,716791,17.5,15,19.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Lehigh,309,1873432,12.6,11.2,14
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Luzerne,455,1622284,18.4,16.7,20.1
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Lycoming,171,566712,20.6,17.5,23.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,McKean,71,200257,23.9,18.3,29.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Mercer,159,547452,16.9,14.2,19.5
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Mifflin,74,230257,20.1,15.5,24.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Monroe,183,841043,16.9,14.5,19.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Montgomery,797,4281865,13,12.1,13.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Montour,24,90383,15.5,9.3,21.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Northampton,270,1569385,11.1,9.7,12.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Northumberland,129,453833,16.9,14,19.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Perry,62,230276,20.6,15.5,25.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Philadelphia,1670,7879120,19.6,18.7,20.5
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Pike,60,296157,12.4,9.3,15.5
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Potter,34,81360,22.8,15.2,30.5
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Schuylkill,170,714290,15.1,12.9,17.4
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Snyder,42,199079,13.6,9.5,17.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Somerset,120,365898,19.4,16,22.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Sullivan,6,29461,NA,NA,NA
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Susquehanna,53,193254,15.2,11.1,19.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Tioga,42,204435,12.9,9,16.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Union,39,214902,12,8.3,15.8
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Venango,75,250089,18.1,14,22.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Warren,57,191185,17.6,13,22.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Washington,308,1046107,19.1,17,21.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Wayne,79,256328,17.3,13.5,21.2
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Westmoreland,472,1759174,15.5,14.1,16.9
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,Wyoming,33,130745,17.6,11.6,23.7
"Nephritis, nephrotic syndrome and nephrosis age-adjusted death rate per 100,000",2019-2023,York,522,2289841,16.7,15.3,18.1
"Septicemia age-adjusted death rate per 100,000",2019-2023,Pennsylvania,12111,64689361,13.4,13.1,13.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Adams,105,523706,13.8,11.2,16.5
"Septicemia age-adjusted death rate per 100,000",2019-2023,Allegheny,1043,6160930,11.5,10.8,12.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Armstrong,70,324094,12.7,9.7,15.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Beaver,191,829593,14.5,12.5,16.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Bedford,66,237640,15.7,11.9,19.5
"Septicemia age-adjusted death rate per 100,000",2019-2023,Berks,361,2142470,12.5,11.2,13.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Blair,132,607419,14.1,11.7,16.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Bradford,44,299634,9.2,6.5,11.9
"Septicemia age-adjusted death rate per 100,000",2019-2023,Bucks,617,3211414,13.2,12.1,14.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Butler,141,971690,10.1,8.4,11.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Cambria,220,657425,20.1,17.5,22.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Cameron,11,22223,22.2,9.1,35.3
"Septicemia age-adjusted death rate per 100,000",2019-2023,Carbon,67,325263,13.7,10.5,17
"Septicemia age-adjusted death rate per 100,000",2019-2023,Centre,63,794061,6.5,4.9,8.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Chester,345,2693890,10,8.9,11.1
"Septicemia age-adjusted death rate per 100,000",2019-2023,Clarion,29,187088,10.3,6.6,14.1
"Septicemia age-adjusted death rate per 100,000",2019-2023,Clearfield,76,394725,12.9,10,15.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Clinton,30,188985,11.2,7.2,15.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Columbia,53,324868,12.1,8.8,15.3
"Septicemia age-adjusted death rate per 100,000",2019-2023,Crawford,90,416374,14.4,11.5,17.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Cumberland,189,1315602,10.1,8.7,11.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Dauphin,237,1430277,12.8,11.1,14.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Delaware,463,2868886,12.3,11.2,13.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Elk,40,152295,15.4,10.6,20.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Erie,212,1344426,11.7,10.1,13.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Fayette,185,634268,19.4,16.6,22.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Forest,4,34306,NA,NA,NA
"Septicemia age-adjusted death rate per 100,000",2019-2023,Franklin,147,781946,12.6,10.6,14.7
"Septicemia age-adjusted death rate per 100,000",2019-2023,Fulton,6,72603,NA,NA,NA
"Septicemia age-adjusted death rate per 100,000",2019-2023,Greene,44,176435,17.7,12.4,22.9
"Septicemia age-adjusted death rate per 100,000",2019-2023,Huntingdon,31,219858,9.3,6.1,12.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Indiana,91,416126,15.1,12,18.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Jefferson,46,219376,12.9,9.2,16.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Juniata,13,118093,8.3,3.8,12.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Lackawanna,229,1072591,14.6,12.7,16.5
"Septicemia age-adjusted death rate per 100,000",2019-2023,Lancaster,356,2767191,8.9,7.9,9.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Lawrence,79,426195,11.4,8.9,13.9
"Septicemia age-adjusted death rate per 100,000",2019-2023,Lebanon,130,716791,12.3,10.2,14.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Lehigh,269,1873432,11.2,9.8,12.5
"Septicemia age-adjusted death rate per 100,000",2019-2023,Luzerne,380,1622284,16.1,14.5,17.7
"Septicemia age-adjusted death rate per 100,000",2019-2023,Lycoming,109,566712,12.8,10.4,15.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,McKean,66,200257,21.2,16.1,26.3
"Septicemia age-adjusted death rate per 100,000",2019-2023,Mercer,129,547452,14.4,12,16.9
"Septicemia age-adjusted death rate per 100,000",2019-2023,Mifflin,36,230257,10.1,6.8,13.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Monroe,128,841043,12,9.9,14
"Septicemia age-adjusted death rate per 100,000",2019-2023,Montgomery,728,4281865,12,11.2,12.9
"Septicemia age-adjusted death rate per 100,000",2019-2023,Montour,18,90383,12.1,6.5,17.7
"Septicemia age-adjusted death rate per 100,000",2019-2023,Northampton,234,1569385,10.1,8.8,11.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Northumberland,93,453833,13.3,10.6,16.1
"Septicemia age-adjusted death rate per 100,000",2019-2023,Perry,28,230276,9.7,6.1,13.3
"Septicemia age-adjusted death rate per 100,000",2019-2023,Philadelphia,1946,7879120,22.7,21.7,23.7
"Septicemia age-adjusted death rate per 100,000",2019-2023,Pike,46,296157,9.1,6.5,11.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Potter,24,81360,15.1,9.1,21.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Schuylkill,229,714290,21.1,18.4,23.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Snyder,30,199079,9.6,6.2,13.1
"Septicemia age-adjusted death rate per 100,000",2019-2023,Somerset,92,365898,14.6,11.6,17.6
"Septicemia age-adjusted death rate per 100,000",2019-2023,Sullivan,0,29461,NA,NA,NA
"Septicemia age-adjusted death rate per 100,000",2019-2023,Susquehanna,33,193254,9.9,6.5,13.3
"Septicemia age-adjusted death rate per 100,000",2019-2023,Tioga,41,204435,13.4,9.3,17.5
"Septicemia age-adjusted death rate per 100,000",2019-2023,Union,24,214902,7.1,4.3,10
"Septicemia age-adjusted death rate per 100,000",2019-2023,Venango,65,250089,15.4,11.7,19.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Warren,59,191185,17.8,13.3,22.4
"Septicemia age-adjusted death rate per 100,000",2019-2023,Washington,219,1046107,13.9,12.1,15.7
"Septicemia age-adjusted death rate per 100,000",2019-2023,Wayne,55,256328,12.8,9.4,16.2
"Septicemia age-adjusted death rate per 100,000",2019-2023,Westmoreland,408,1759174,13.5,12.2,14.8
"Septicemia age-adjusted death rate per 100,000",2019-2023,Wyoming,24,130745,12.2,7.3,17
"Septicemia age-adjusted death rate per 100,000",2019-2023,York,342,2289841,11,9.9,12.2
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Pennsylvania,189536,31630405,468,465.9,470.2
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Pennsylvania,189638,32737862,424.1,422.1,426.1
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Adams,1688,254784,457.9,435.5,481.3
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Adams,1582,261294,419.3,397.3,442.3
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Allegheny,18095,2981260,471,463.9,478.2
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Allegheny,19615,3163092,443.2,436.6,449.9
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Armstrong,1237,162792,512.2,482.5,543.4
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Armstrong,1054,163386,417.4,390.5,445.8
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Beaver,2833,404286,485,466.5,504.1
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Beaver,2904,424881,450.5,432.8,468.7
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Bedford,821,119705,446.9,415.3,480.5
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Bedford,781,119823,425.8,393.7,460.1
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Berks,6466,1045438,501.6,489.1,514.3
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Berks,5891,1071768,421.7,410.5,433.1
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Blair,2095,300580,503.9,481.8,526.8
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Blair,2024,311483,445.4,424.7,466.9
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Bradford,1013,150112,450.4,421.8,480.6
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Bradford,1007,151647,464.6,434.1,496.9
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Bucks,10351,1564211,484.8,475.2,494.6
"All cancers age-adjusted incidence rate per 100,000 among females",2017-2021,Bucks,9657,1612701,417.4,408.6,426.3
"All cancers age-adjusted incidence rate per 100,000 among males",2017-2021,Butler,2769,472899,432.4,415.9,449.6
